,nome_estacao,poluente,metrica,ano,nível_de_poluicao,unidade_de_nivel_de_poluicao,tipo_de_estacao,tipo_de_area,longitude,latitude,altitude,cidade,populacao_da_cidade,link_dados_raw,link_tabela_EEA,poluente_descricao,indice_qualidade_do_ar
68,Chamusca,NO2,Média anual,2020,3.876,ug/m3,Fundo,rural,-8.4661,39.3525,143.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2020&Year_to=2020&Station=STA-PT03096&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
69,Lavradio,PM10,Média anual,2021,19.471,ug/m3,Industrial,urbano,-9.0478,38.6667,31.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
70,Alfragide/Amadora,PM10,Média anual,2010,23.767,ug/m3,Fundo,urbano,-9.2075,38.7389,109.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
71,Entrecampos,O3,Média anual,2021,56.051,ug/m3,Tráfego,urbano,-9.1489,38.7486,86.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
72,Quinta do Marquês,O3,Média anual,2021,62.742,ug/m3,Fundo,urbano,-9.3233,38.6975,48.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
73,Beato,NO2,Média anual,2014,19.758,ug/m3,Fundo,urbano,-9.1175,38.8947,56.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2014&Year_to=2014&Station=STA-PT03070&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
74,Olivais,NO2,Média anual,2022,32.879,ug/m3,Fundo,urbano,-9.1081,38.7689,32.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
75,Ervedeira,PM10,Média anual,2009,15.586,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
76,Ervedeira,NO2,Média anual,2016,5.383,ug/m3,Fundo,rural,-8.8917,39.9239,68.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2016&Year_to=2016&Station=STA-PT02019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
77,Malpique,O3,Média anual,2018,69.683,ug/m3,Fundo,urbano,-8.2497,37.0917,45.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2018&Year_to=2018&Station=STA-PT05008&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
78,Lavradio,SO2,Média anual,2006,11.888,ug/m3,Industrial,urbano,-9.0478,38.6667,31.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
79,Alfragide/Amadora,O3,Média anual,2019,48.108,ug/m3,Fundo,urbano,-9.2075,38.7389,109.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2019&Year_to=2019&Station=STA-PT03082&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
80,Lourinhã,PM10,Média anual,2009,18.876,ug/m3,Fundo,rural,-9.2456,39.2783,143.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
81,Laranjeiro,NO2,Média anual,2013,24.075,ug/m3,Fundo,urbano,-9.1578,38.6636,63.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2013&Year_to=2013&Station=STA-PT03083&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
82,Fernando Pó,SO2,Média anual,2014,0.34,ug/m3,Fundo,rural,-8.6906,38.6356,57.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2014&Year_to=2014&Station=STA-PT03099&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
83,Aveiro,PM10,Média anual,2009,35.779,ug/m3,Tráfego,urbano,-8.6467,40.6356,16.0,Aveiro                                                                          ,78734.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Médio
84,Lavradio,NO2,Média anual,2008,23.22,ug/m3,Industrial,urbano,-9.0478,38.6667,31.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
85,Estarreja,NO2,Média anual,2010,20.876,ug/m3,Industrial,suburbano,-8.5672,40.7586,14.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
86,Fundão,PM2.5,Média anual,2009,7.142,ug/m3,Fundo,rural,-7.3019,40.2331,461.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Muito Bom
87,Fidalguinhos,NO2,Média anual,2022,24.567,ug/m3,Fundo,urbano,-9.0486,38.65,24.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
88,Reboleira,PM10,Média anual,2001,32.627,ug/m3,Fundo,urbano,-9.2308,38.7542,132.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
89,Avenida da Liberdade,PM10,Média anual,2013,33.796,ug/m3,Tráfego,urbano,-9.1458,38.7203,44.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2013&Year_to=2013&Station=STA-PT03075&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
90,Douro Norte,PM10,Média anual,2005,23.618,ug/m3,Fundo,rural,-7.7908,41.3714,1086.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
91,David Neto,NO2,Média anual,2018,22.16,ug/m3,Tráfego,urbano,-8.5422,37.1383,6.0,,,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2018&Year_to=2018&Station=STA-PT05011&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
92,Entrecampos,PM2.5,Média anual,2015,14.948,ug/m3,Tráfego,urbano,-9.1489,38.7486,86.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2015&Year_to=2015&Station=STA-PT03072&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Bom
93,Quinta do Marquês,NO2,Média anual,2015,14.739,ug/m3,Fundo,urbano,-9.3233,38.6975,48.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2015&Year_to=2015&Station=STA-PT03091&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
94,Olivais,PM2.5,Média anual,2018,10.062,ug/m3,Fundo,urbano,-9.1081,38.7689,32.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=6001&Year_from=2018&Year_to=2018&Station=STA-PT03071&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 2.5 µm,Bom
95,Loures-Centro,NO2,Média anual,2005,23.031,ug/m3,Fundo,urbano,-9.1644,38.8297,10.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
96,Reboleira,PM10,Média anual,2015,20.056,ug/m3,Fundo,urbano,-9.2308,38.7542,132.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA-PT03084&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
97,Fernando Pó,PM10,Média anual,2011,20.416,ug/m3,Fundo,rural,-8.6906,38.6356,57.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
98,Santiago do Cacém,SO2,Média anual,2000,14.121,ug/m3,Industrial,urbano,-8.6975,38.02,261.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
99,Quinta do Marquês,O3,Média anual,2014,65.127,ug/m3,Fundo,urbano,-9.3233,38.6975,48.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2014&Year_to=2014&Station=STA-PT03091&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
100,Lavradio,PM10,Média anual,2001,27.036,ug/m3,Industrial,urbano,-9.0478,38.6667,31.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
101,Aveiro,NO2,Média anual,2014,25.047,ug/m3,Tráfego,urbano,-8.6467,40.6356,16.0,Aveiro                                                                          ,78734.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2014&Year_to=2014&Station=STA-PT02017&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
102,Lavradio,PM10,Média anual,2008,30.37,ug/m3,Industrial,urbano,-9.0478,38.6667,31.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Bom
103,Malpique,NO2,Média anual,2007,11.304,ug/m3,Fundo,urbano,-8.2497,37.0917,45.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
104,Custóias-Matosinhos,O3,Média anual,2002,46.153,ug/m3,Fundo,suburbano,-8.6447,41.1997,100.0,Porto (greater city)                                                            ,955864.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
105,Loures-Centro,PM10,Média anual,2019,19.719,ug/m3,Fundo,urbano,-9.1644,38.8297,10.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA-PT03085&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Partículas de diâmetro igual ou inferior a 10 µm,Muito Bom
106,Laranjeiro,NO2,Média anual,2017,24.86,ug/m3,Fundo,urbano,-9.1578,38.6636,63.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=8&Year_from=2017&Year_to=2017&Station=STA-PT03083&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
107,Meco-Perafita,O3,Média anual,2015,49.405,ug/m3,Industrial,suburbano,-8.7131,41.2322,25.0,Porto (greater city)                                                            ,955864.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=7&Year_from=2015&Year_to=2015&Station=STA-PT01025&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
108,Alfragide/Amadora,O3,Média anual,2010,48.687,ug/m3,Fundo,urbano,-9.2075,38.7389,109.0,Lisboa (greater city)                                                           ,1872036.0,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Ozono,Muito Bom
109,Estarreja,SO2,Média anual,1998,16.923,ug/m3,Industrial,suburbano,-8.5672,40.7586,14.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
110,Monte Chãos,SO2,Média anual,1998,19.425,ug/m3,Industrial,suburbano,-8.8381,37.9542,129.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
111,Santana,NO2,Média anual,2022,1.541,ug/m3,Fundo,rural,-16.8864,32.8078,0.0,,,,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de azoto,Muito Bom
112,Olivais,SO2,Média anual,2013,0.54,ug/m3,Fundo,urbano,-9.1081,38.7689,32.0,Lisboa (greater city)                                                           ,1872036.0,http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=PT&CityName=&Pollutant=1&Year_from=2013&Year_to=2013&Station=STA-PT03071&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate=,https://discomap.eea.europa.eu/App/AirQualityStatistics/index.html?Country=Portugal&DataAggregationProcess=Annual mean / 1 calendar year,Dióxido de enxofre,Muito Bom
