,período,região,instituição,localização_geográfica,total_partos,total_cesarianas,ano,mês,partos_mês,cesarianas_mês,percent_cesarianas_mês,percent_cesarianas_ano
2875,2017-05,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",509,132,2017,5,106.0,30.0,28.3,não aplicável
2885,2017-06,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",625,161,2017,6,116.0,29.0,25.0,não aplicável
376,2017-07,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",712,181,2017,7,87.0,20.0,23.0,não aplicável
2031,2017-08,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",813,216,2017,8,101.0,35.0,34.7,não aplicável
2040,2017-09,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",894,238,2017,9,81.0,22.0,27.2,não aplicável
395,2017-10,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",998,270,2017,10,104.0,32.0,30.8,não aplicável
402,2017-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1109,301,2017,11,111.0,31.0,27.9,não aplicável
2064,2017-12,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1196,313,2017,12,87.0,12.0,13.8,26.2
3742,2018-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",92,25,2018,1,92.0,25.0,27.2,não aplicável
432,2018-02,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",166,50,2018,2,74.0,25.0,33.8,não aplicável
442,2018-03,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",257,79,2018,3,91.0,29.0,31.9,não aplicável
3757,2018-04,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",369,114,2018,4,112.0,35.0,31.2,não aplicável
2961,2018-05,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",481,142,2018,5,112.0,28.0,25.0,não aplicável
2113,2018-06,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",574,171,2018,6,93.0,29.0,31.2,não aplicável
3786,2018-07,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",682,199,2018,7,108.0,28.0,25.9,não aplicável
481,2018-08,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",805,226,2018,8,123.0,27.0,22.0,não aplicável
1326,2018-09,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",910,257,2018,9,105.0,31.0,29.5,não aplicável
498,2018-10,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1007,287,2018,10,97.0,30.0,30.9,não aplicável
3006,2018-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1128,320,2018,11,121.0,33.0,27.3,não aplicável
1349,2018-12,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1235,348,2018,12,107.0,28.0,26.2,28.2
3839,2019-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",91,23,2019,1,91.0,23.0,25.3,não aplicável
530,2019-02,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",178,50,2019,2,87.0,27.0,31.0,não aplicável
2164,2019-03,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",284,85,2019,3,106.0,35.0,33.0,não aplicável
3033,2019-04,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",391,114,2019,4,107.0,29.0,27.1,não aplicável
3874,2019-05,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",489,151,2019,5,98.0,37.0,37.8,não aplicável
1389,2019-06,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",580,180,2019,6,91.0,29.0,31.9,não aplicável
2203,2019-07,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",706,206,2019,7,126.0,26.0,20.6,não aplicável
3900,2019-08,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",839,242,2019,8,133.0,36.0,27.1,não aplicável
1422,2019-09,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",967,285,2019,9,128.0,43.0,33.6,não aplicável
2218,2019-10,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1078,316,2019,10,111.0,31.0,27.9,não aplicável
2224,2019-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1206,352,2019,11,128.0,36.0,28.1,não aplicável
3085,2019-12,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1327,387,2019,12,121.0,35.0,28.9,29.2
3942,2020-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",113,30,2020,1,113.0,30.0,26.5,não aplicável
2244,2020-02,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",211,61,2020,2,98.0,31.0,31.6,não aplicável
2251,2020-03,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",328,100,2020,3,117.0,39.0,33.3,não aplicável
633,2020-04,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",435,136,2020,4,107.0,36.0,33.6,não aplicável
640,2020-05,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",544,167,2020,5,109.0,31.0,28.4,não aplicável
3123,2020-06,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",662,200,2020,6,118.0,33.0,28.0,não aplicável
2283,2020-07,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",793,236,2020,7,131.0,36.0,27.5,não aplicável
2295,2020-08,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",908,269,2020,8,115.0,33.0,28.7,não aplicável
1496,2020-09,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1039,316,2020,9,131.0,47.0,35.9,não aplicável
2311,2020-10,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1135,347,2020,10,96.0,31.0,32.3,não aplicável
693,2020-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1238,387,2020,11,103.0,40.0,38.8,não aplicável
4018,2020-12,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1338,427,2020,12,100.0,40.0,40.0,31.9
709,2021-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",103,32,2021,1,103.0,32.0,31.1,não aplicável
4039,2021-02,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",195,69,2021,2,92.0,37.0,40.2,não aplicável
720,2021-03,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",313,111,2021,3,118.0,42.0,35.6,não aplicável
2375,2021-04,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",418,140,2021,4,105.0,29.0,27.6,não aplicável
738,2021-05,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",513,171,2021,5,95.0,31.0,32.6,não aplicável
4057,2021-06,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",619,197,2021,6,106.0,26.0,24.5,não aplicável
2394,2021-07,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",723,217,2021,7,104.0,20.0,19.2,não aplicável
1571,2021-08,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",839,252,2021,8,116.0,35.0,30.2,não aplicável
762,2021-09,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",943,284,2021,9,104.0,32.0,30.8,não aplicável
3241,2021-10,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1052,319,2021,10,109.0,35.0,32.1,não aplicável
3250,2021-11,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1156,353,2021,11,104.0,34.0,32.7,não aplicável
4106,2021-12,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",1266,382,2021,12,110.0,29.0,26.4,30.2
4114,2022-01,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",107,29,2022,1,107.0,29.0,27.1,não aplicável
1602,2022-02,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",191,55,2022,2,84.0,26.0,31.0,não aplicável
2464,2022-03,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",291,91,2022,3,100.0,36.0,36.0,não aplicável
810,2022-04,Região de Saúde LVT,"Centro Hospitalar do Oeste, EPE","39.4054629,-9.1258493",392,123,2022,4,101.0,32.0,31.7,não aplicável
2,2013-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",70,16,2013,1,70.0,16.0,22.9,não aplicável
826,2013-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",127,38,2013,2,57.0,22.0,38.6,não aplicável
3307,2013-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",182,54,2013,3,55.0,16.0,29.1,não aplicável
26,2013-04,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",245,68,2013,4,63.0,14.0,22.2,não aplicável
856,2013-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",319,92,2013,5,74.0,24.0,32.4,não aplicável
863,2013-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",371,103,2013,6,52.0,11.0,21.2,não aplicável
872,2013-07,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",447,126,2013,7,76.0,23.0,30.3,não aplicável
60,2013-08,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",525,152,2013,8,78.0,26.0,33.3,não aplicável
3339,2013-09,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",604,171,2013,9,79.0,19.0,24.1,não aplicável
3343,2013-10,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",668,194,2013,10,64.0,23.0,35.9,não aplicável
3351,2013-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",721,212,2013,11,53.0,18.0,34.0,não aplicável
87,2013-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",784,234,2013,12,63.0,22.0,34.9,29.8
916,2014-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",62,13,2014,1,62.0,13.0,21.0,não aplicável
3380,2014-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",132,34,2014,2,70.0,21.0,30.0,não aplicável
3388,2014-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",180,48,2014,3,48.0,14.0,29.2,não aplicável
3392,2014-04,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",237,64,2014,4,57.0,16.0,28.1,não aplicável
958,2014-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",312,94,2014,5,75.0,30.0,40.0,não aplicável
968,2014-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",376,106,2014,6,64.0,12.0,18.8,não aplicável
137,2014-09,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",584,171,2014,9,61.0,19.0,31.1,não aplicável
2642,2014-10,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",657,188,2014,10,73.0,17.0,23.3,não aplicável
1006,2014-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",729,208,2014,11,72.0,20.0,27.8,não aplicável
3471,2014-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",800,227,2014,12,71.0,19.0,26.8,28.4
1786,2015-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",60,22,2015,1,60.0,22.0,36.7,não aplicável
1025,2015-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",129,43,2015,2,69.0,21.0,30.4,não aplicável
1806,2015-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",183,51,2015,3,54.0,8.0,14.8,não aplicável
2687,2015-04,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",243,73,2015,4,60.0,22.0,36.7,não aplicável
187,2015-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",314,93,2015,5,71.0,20.0,28.2,não aplicável
1831,2015-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",379,112,2015,6,65.0,19.0,29.2,não aplicável
3521,2015-07,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",444,123,2015,7,65.0,11.0,16.9,não aplicável
1849,2015-08,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",509,138,2015,8,65.0,15.0,23.1,não aplicável
3538,2015-09,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",576,157,2015,9,67.0,19.0,28.4,não aplicável
1080,2015-10,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",651,178,2015,10,75.0,21.0,28.0,não aplicável
3552,2015-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",723,200,2015,11,72.0,22.0,30.6,não aplicável
240,2015-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",801,214,2015,12,78.0,14.0,17.9,26.7
249,2016-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",72,14,2016,1,72.0,14.0,19.4,não aplicável
2760,2016-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",146,29,2016,2,74.0,15.0,20.3,não aplicável
1899,2016-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",202,41,2016,3,56.0,12.0,21.4,não aplicável
271,2016-04,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",262,58,2016,4,60.0,17.0,28.3,não aplicável
1912,2016-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",321,78,2016,5,59.0,20.0,33.9,não aplicável
1924,2016-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",395,103,2016,6,74.0,25.0,33.8,não aplicável
1933,2016-07,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",468,126,2016,7,73.0,23.0,31.5,não aplicável
3606,2016-08,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",534,143,2016,8,66.0,17.0,25.8,não aplicável
306,2016-09,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",605,160,2016,9,71.0,17.0,23.9,não aplicável
312,2016-10,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",673,179,2016,10,68.0,19.0,27.9,não aplicável
2838,2016-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",731,188,2016,11,58.0,9.0,15.5,não aplicável
1968,2016-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",795,206,2016,12,64.0,18.0,28.1,25.9
1188,2017-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",57,15,2017,1,57.0,15.0,26.3,não aplicável
1197,2017-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",113,28,2017,2,56.0,13.0,23.2,não aplicável
3665,2017-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",174,43,2017,3,61.0,15.0,24.6,não aplicável
3670,2017-04,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",229,59,2017,4,55.0,16.0,29.1,não aplicável
3678,2017-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",279,75,2017,5,50.0,16.0,32.0,não aplicável
3688,2017-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",336,91,2017,6,57.0,16.0,28.1,não aplicável
377,2017-07,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",388,109,2017,7,52.0,18.0,34.6,não aplicável
2032,2017-08,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",448,122,2017,8,60.0,13.0,21.7,não aplicável
1246,2017-09,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",513,139,2017,9,65.0,17.0,26.2,não aplicável
2049,2017-10,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",577,153,2017,10,64.0,14.0,21.9,não aplicável
1256,2017-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",656,176,2017,11,79.0,23.0,29.1,não aplicável
412,2017-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",711,194,2017,12,55.0,18.0,32.7,27.3
424,2018-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",66,19,2018,1,66.0,19.0,28.8,não aplicável
2080,2018-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",128,41,2018,2,62.0,22.0,35.5,não aplicável
443,2018-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",190,54,2018,3,62.0,13.0,21.0,não aplicável
3758,2018-04,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",234,63,2018,4,44.0,9.0,20.5,não aplicável
2108,2018-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",314,85,2018,5,80.0,22.0,27.5,não aplicável
1306,2018-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",378,102,2018,6,64.0,17.0,26.6,não aplicável
3788,2018-07,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",444,119,2018,7,66.0,17.0,25.8,não aplicável
2983,2018-08,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",521,137,2018,8,77.0,18.0,23.4,não aplicável
1327,2018-09,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",598,159,2018,9,77.0,22.0,28.6,não aplicável
500,2018-10,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",667,182,2018,10,69.0,23.0,33.3,não aplicável
3818,2018-11,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",730,201,2018,11,63.0,19.0,30.2,não aplicável
3827,2018-12,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",792,217,2018,12,62.0,16.0,25.8,27.4
3841,2019-01,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",68,20,2019,1,68.0,20.0,29.4,não aplicável
3022,2019-02,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",131,36,2019,2,63.0,16.0,25.4,não aplicável
2165,2019-03,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",188,50,2019,3,57.0,14.0,24.6,não aplicável
542,2019-04,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",244,67,2019,4,56.0,17.0,30.4,não aplicável
550,2019-05,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",310,83,2019,5,66.0,16.0,24.2,não aplicável
3047,2019-06,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",379,105,2019,6,69.0,22.0,31.9,não aplicável
1402,2019-07,Região de Saúde LVT,"Centro Hospitalar Médio Tejo, EPE","39.478072,-8.5404429",433,116,2019,7,54.0,11.0,20.4,não aplicável
